id,REF_AREA,TIME_PERIOD,HEAT_VALUE,TERRITORIAL_LEVEL
UK532C2008,UK532C,2008,1,CITY
UK532C2007,UK532C,2007,0,CITY
UK532C2006,UK532C,2006,10,CITY
PT001F1987,PT001F,1987,16,FUA
PT001F1986,PT001F,1986,8,FUA
PT001F1985,PT001F,1985,14,FUA
PT001F1984,PT001F,1984,10,FUA
PT001F1983,PT001F,1983,9,FUA
PT001F1982,PT001F,1982,8,FUA
PT001F1981,PT001F,1981,14,FUA
PT001F2002,PT001F,2002,6,FUA
PT001F2001,PT001F,2001,9,FUA
PT001F2000,PT001F,2000,9,FUA
PT001F1999,PT001F,1999,7,FUA
PT001F1998,PT001F,1998,11,FUA
PT001F1997,PT001F,1997,10,FUA
PT001F1996,PT001F,1996,10,FUA
PT001F1995,PT001F,1995,10,FUA
PT001F1994,PT001F,1994,6,FUA
PT001F1993,PT001F,1993,8,FUA
PT001F1992,PT001F,1992,9,FUA
PT001F1991,PT001F,1991,17,FUA
PT001F1990,PT001F,1990,12,FUA
PT001F1989,PT001F,1989,16,FUA
PT001F1988,PT001F,1988,9,FUA
PT001F2021,PT001F,2021,7,FUA
PT001F2020,PT001F,2020,13,FUA
PT001F2019,PT001F,2019,9,FUA
PT001F2018,PT001F,2018,17,FUA
PT001F2017,PT001F,2017,14,FUA
PT001F2016,PT001F,2016,16,FUA
PT001F2015,PT001F,2015,11,FUA
PT001F2014,PT001F,2014,6,FUA
PT001F2013,PT001F,2013,14,FUA
PT001F2012,PT001F,2012,12,FUA
PT001F2011,PT001F,2011,14,FUA
PT001F2010,PT001F,2010,17,FUA
PT001F2009,PT001F,2009,13,FUA
PT001F2008,PT001F,2008,6,FUA
PT001F2007,PT001F,2007,9,FUA
PT001F2006,PT001F,2006,17,FUA
PT001F2005,PT001F,2005,15,FUA
PT001F2004,PT001F,2004,12,FUA
FR061F2004,FR061F,2004,0,FUA
FR061F1987,FR061F,1987,1,FUA
FR061F1986,FR061F,1986,1,FUA
FR061F1985,FR061F,1985,0,FUA
FR061F1984,FR061F,1984,1,FUA
FR061F1983,FR061F,1983,1,FUA
FR061F1982,FR061F,1982,1,FUA
FR061F1981,FR061F,1981,0,FUA
FR061F2003,FR061F,2003,5,FUA
FR061F2002,FR061F,2002,1,FUA
FR061F2001,FR061F,2001,2,FUA
FR061F2000,FR061F,2000,0,FUA
FR061F1999,FR061F,1999,1,FUA
FR061F1998,FR061F,1998,2,FUA
FR061F1997,FR061F,1997,3,FUA
FR061F1996,FR061F,1996,0,FUA
FR061F1995,FR061F,1995,2,FUA
FR061F1994,FR061F,1994,3,FUA
FR061F1993,FR061F,1993,0,FUA
FR061F1992,FR061F,1992,0,FUA
FR061F1991,FR061F,1991,0,FUA
FR061F1990,FR061F,1990,2,FUA
FR061F1989,FR061F,1989,1,FUA
FR061F1988,FR061F,1988,0,FUA
FR061F2021,FR061F,2021,1,FUA
FR061F2020,FR061F,2020,5,FUA
FR061F2019,FR061F,2019,4,FUA
FR061F2018,FR061F,2018,4,FUA
FR061F2017,FR061F,2017,2,FUA
FR061F2016,FR061F,2016,2,FUA
FR061F2015,FR061F,2015,1,FUA
FR061F2014,FR061F,2014,1,FUA
FR061F2013,FR061F,2013,2,FUA
FR061F2012,FR061F,2012,1,FUA
FR061F2011,FR061F,2011,0,FUA
FR061F2010,FR061F,2010,1,FUA
FR061F2009,FR061F,2009,1,FUA
FR061F2008,FR061F,2008,1,FUA
FR061F2007,FR061F,2007,0,FUA
FR061F2006,FR061F,2006,4,FUA
UK568F2005,UK568F,2005,0,FUA
UK568F1987,UK568F,1987,0,FUA
UK568F1986,UK568F,1986,0,FUA
UK568F1985,UK568F,1985,0,FUA
UK568F1984,UK568F,1984,0,FUA
UK568F1983,UK568F,1983,3,FUA
UK568F1982,UK568F,1982,0,FUA
UK568F1981,UK568F,1981,0,FUA
UK568F2004,UK568F,2004,0,FUA
UK568F2003,UK568F,2003,2,FUA
UK568F2002,UK568F,2002,0,FUA
UK568F2001,UK568F,2001,0,FUA
UK568F2000,UK568F,2000,0,FUA
UK568F1999,UK568F,1999,0,FUA
UK568F1998,UK568F,1998,0,FUA
UK568F1997,UK568F,1997,0,FUA
UK568F1996,UK568F,1996,0,FUA
UK568F1995,UK568F,1995,4,FUA
UK568F1994,UK568F,1994,0,FUA
UK568F1993,UK568F,1993,0,FUA
UK568F1992,UK568F,1992,0,FUA
UK568F1991,UK568F,1991,0,FUA
UK568F1990,UK568F,1990,2,FUA
UK568F1989,UK568F,1989,2,FUA
UK568F1988,UK568F,1988,0,FUA
UK568F2021,UK568F,2021,2,FUA
UK568F2020,UK568F,2020,2,FUA
UK568F2019,UK568F,2019,0,FUA
UK568F2018,UK568F,2018,0,FUA
UK568F2017,UK568F,2017,1,FUA
UK568F2016,UK568F,2016,0,FUA
UK568F2015,UK568F,2015,1,FUA
UK568F2014,UK568F,2014,0,FUA
UK568F2013,UK568F,2013,0,FUA
UK568F2012,UK568F,2012,0,FUA
UK568F2011,UK568F,2011,0,FUA
UK568F2010,UK568F,2010,0,FUA
UK568F2009,UK568F,2009,0,FUA
UK568F2008,UK568F,2008,0,FUA
UK568F2007,UK568F,2007,0,FUA
ES021C2004,ES021C,2004,33,CITY
ES021C1987,ES021C,1987,30,CITY
ES021C1986,ES021C,1986,34,CITY
ES021C1985,ES021C,1985,25,CITY
ES021C1984,ES021C,1984,16,CITY
ES021C1983,ES021C,1983,29,CITY
ES021C1982,ES021C,1982,25,CITY
ES021C1981,ES021C,1981,12,CITY
ES021C2003,ES021C,2003,63,CITY
ES021C2002,ES021C,2002,9,CITY
ES021C2001,ES021C,2001,32,CITY
ES021C2000,ES021C,2000,33,CITY
ES021C1999,ES021C,1999,35,CITY
ES021C1998,ES021C,1998,43,CITY
ES021C1997,ES021C,1997,19,CITY
ES021C1996,ES021C,1996,21,CITY
ES021C1995,ES021C,1995,25,CITY
ES021C1994,ES021C,1994,49,CITY
ES021C1993,ES021C,1993,24,CITY
ES021C1992,ES021C,1992,27,CITY
ES021C1991,ES021C,1991,49,CITY
ES021C1990,ES021C,1990,38,CITY
ES021C1989,ES021C,1989,39,CITY
ES021C1988,ES021C,1988,27,CITY
ES021C2021,ES021C,2021,45,CITY
ES021C2020,ES021C,2020,37,CITY
ES021C2019,ES021C,2019,50,CITY
ES021C2018,ES021C,2018,55,CITY
ES021C2017,ES021C,2017,40,CITY
ES021C2016,ES021C,2016,31,CITY
ES021C2015,ES021C,2015,56,CITY
ES021C2014,ES021C,2014,45,CITY
ES021C2013,ES021C,2013,23,CITY
ES021C2012,ES021C,2012,48,CITY
ES021C2011,ES021C,2011,41,CITY
ES021C2010,ES021C,2010,31,CITY
ES021C2009,ES021C,2009,50,CITY
ES021C2008,ES021C,2008,37,CITY
ES021C2007,ES021C,2007,21,CITY
ES021C2006,ES021C,2006,37,CITY
DE050F2004,DE050F,2004,3,FUA
DE050F1987,DE050F,1987,3,FUA
DE050F1986,DE050F,1986,2,FUA
DE050F1985,DE050F,1985,2,FUA
DE050F1984,DE050F,1984,2,FUA
DE050F1983,DE050F,1983,14,FUA
DE050F1982,DE050F,1982,7,FUA
DE050F1981,DE050F,1981,3,FUA
DE050F2003,DE050F,2003,20,FUA
DE050F2002,DE050F,2002,8,FUA
DE050F2001,DE050F,2001,7,FUA
DE050F2000,DE050F,2000,3,FUA
DE050F1999,DE050F,1999,3,FUA
DE050F1998,DE050F,1998,5,FUA
DE050F1997,DE050F,1997,6,FUA
DE050F1996,DE050F,1996,1,FUA
DE050F1995,DE050F,1995,12,FUA
DE050F1994,DE050F,1994,18,FUA
DE050F1993,DE050F,1993,3,FUA
DE050F1992,DE050F,1992,8,FUA
DE050F1991,DE050F,1991,4,FUA
DE050F1990,DE050F,1990,9,FUA
DE050F1989,DE050F,1989,7,FUA
DE050F1988,DE050F,1988,1,FUA
DE050F2021,DE050F,2021,3,FUA
DE050F2020,DE050F,2020,13,FUA
DE050F2019,DE050F,2019,16,FUA
DE050F2018,DE050F,2018,21,FUA
DE050F2017,DE050F,2017,5,FUA
DE050F2016,DE050F,2016,11,FUA
DE050F2015,DE050F,2015,15,FUA
DE050F2014,DE050F,2014,7,FUA
DE050F2013,DE050F,2013,10,FUA
DE050F2012,DE050F,2012,7,FUA
DE050F2011,DE050F,2011,3,FUA
DE050F2010,DE050F,2010,12,FUA
DE050F2009,DE050F,2009,2,FUA
DE050F2008,DE050F,2008,4,FUA
DE050F2007,DE050F,2007,3,FUA
DE050F2006,DE050F,2006,16,FUA
JPN30F1987,JPN30F,1987,31,FUA
JPN30F1986,JPN30F,1986,32,FUA
JPN30F1985,JPN30F,1985,40,FUA
JPN30F1984,JPN30F,1984,44,FUA
JPN30F1983,JPN30F,1983,38,FUA
JPN30F1982,JPN30F,1982,18,FUA
JPN30F1981,JPN30F,1981,26,FUA
JPN30F2002,JPN30F,2002,30,FUA
JPN30F2001,JPN30F,2001,36,FUA
JPN30F2000,JPN30F,2000,36,FUA
JPN30F1999,JPN30F,1999,24,FUA
JPN30F1998,JPN30F,1998,45,FUA
JPN30F1997,JPN30F,1997,28,FUA
JPN30F1996,JPN30F,1996,27,FUA
JPN30F1995,JPN30F,1995,48,FUA
JPN30F1994,JPN30F,1994,53,FUA
JPN30F1993,JPN30F,1993,14,FUA
JPN30F1992,JPN30F,1992,26,FUA
JPN30F1991,JPN30F,1991,35,FUA
JPN30F1990,JPN30F,1990,43,FUA
JPN30F1989,JPN30F,1989,16,FUA
JPN30F1988,JPN30F,1988,22,FUA
JPN30F2021,JPN30F,2021,41,FUA
JPN30F2020,JPN30F,2020,39,FUA
JPN30F2019,JPN30F,2019,41,FUA
JPN30F2018,JPN30F,2018,36,FUA
JPN30F2017,JPN30F,2017,46,FUA
JPN30F2016,JPN30F,2016,52,FUA
JPN30F2015,JPN30F,2015,29,FUA
JPN30F2014,JPN30F,2014,26,FUA
JPN30F2013,JPN30F,2013,55,FUA
JPN30F2012,JPN30F,2012,34,FUA
JPN30F2011,JPN30F,2011,36,FUA
JPN30F2010,JPN30F,2010,52,FUA
JPN30F2009,JPN30F,2009,25,FUA
JPN30F2008,JPN30F,2008,47,FUA
JPN30F2007,JPN30F,2007,40,FUA
JPN30F2006,JPN30F,2006,36,FUA
JPN30F2005,JPN30F,2005,44,FUA
JPN30F2004,JPN30F,2004,36,FUA
UK023C2006,UK023C,2006,0,CITY
UK023C1988,UK023C,1988,0,CITY
UK023C1987,UK023C,1987,0,CITY
UK023C1986,UK023C,1986,0,CITY
UK023C1985,UK023C,1985,0,CITY
UK023C1984,UK023C,1984,0,CITY
UK023C1983,UK023C,1983,0,CITY
UK023C1982,UK023C,1982,0,CITY
UK023C1981,UK023C,1981,0,CITY
UK023C2005,UK023C,2005,0,CITY
UK023C2004,UK023C,2004,0,CITY
UK023C2003,UK023C,2003,3,CITY
UK023C2002,UK023C,2002,0,CITY
UK023C2001,UK023C,2001,0,CITY
UK023C2000,UK023C,2000,0,CITY
UK023C1999,UK023C,1999,0,CITY
UK023C1998,UK023C,1998,0,CITY
UK023C1997,UK023C,1997,0,CITY
UK023C1996,UK023C,1996,0,CITY
UK023C1995,UK023C,1995,1,CITY
UK023C1994,UK023C,1994,0,CITY
UK023C1993,UK023C,1993,0,CITY
UK023C1992,UK023C,1992,0,CITY
UK023C1991,UK023C,1991,0,CITY
UK023C1990,UK023C,1990,1,CITY
UK023C1989,UK023C,1989,0,CITY
UK023C2021,UK023C,2021,0,CITY
UK023C2020,UK023C,2020,3,CITY
UK023C2019,UK023C,2019,1,CITY
UK023C2018,UK023C,2018,0,CITY
UK023C2017,UK023C,2017,0,CITY
UK023C2016,UK023C,2016,1,CITY
UK023C2015,UK023C,2015,0,CITY
UK023C2014,UK023C,2014,0,CITY
UK023C2013,UK023C,2013,0,CITY
UK023C2012,UK023C,2012,0,CITY
UK023C2011,UK023C,2011,0,CITY
UK023C2010,UK023C,2010,0,CITY
UK023C2009,UK023C,2009,0,CITY
UK023C2008,UK023C,2008,0,CITY
USA35C2004,USA35C,2004,121,CITY
USA35C1987,USA35C,1987,125,CITY
USA35C1986,USA35C,1986,137,CITY
USA35C1985,USA35C,1985,122,CITY
USA35C1984,USA35C,1984,112,CITY
USA35C1983,USA35C,1983,108,CITY
USA35C1982,USA35C,1982,120,CITY
USA35C1981,USA35C,1981,117,CITY
USA35C2003,USA35C,2003,127,CITY
USA35C2002,USA35C,2002,146,CITY
USA35C2001,USA35C,2001,106,CITY
USA35C2000,USA35C,2000,111,CITY
USA35C1999,USA35C,1999,128,CITY
USA35C1998,USA35C,1998,134,CITY
USA35C1997,USA35C,1997,112,CITY
USA35C1996,USA35C,1996,121,CITY
USA35C1995,USA35C,1995,119,CITY
USA35C1994,USA35C,1994,123,CITY
USA35C1993,USA35C,1993,129,CITY
USA35C1992,USA35C,1992,113,CITY
USA35C1991,USA35C,1991,136,CITY
USA35C1990,USA35C,1990,138,CITY
USA35C1989,USA35C,1989,131,CITY
USA35C1988,USA35C,1988,107,CITY
USA35C2021,USA35C,2021,133,CITY
USA35C2020,USA35C,2020,137,CITY
USA35C2019,USA35C,2019,146,CITY
USA35C2018,USA35C,2018,146,CITY
USA35C2017,USA35C,2017,126,CITY
USA35C2016,USA35C,2016,132,CITY
USA35C2015,USA35C,2015,144,CITY
USA35C2014,USA35C,2014,133,CITY
USA35C2013,USA35C,2013,120,CITY
USA35C2012,USA35C,2012,110,CITY
USA35C2011,USA35C,2011,127,CITY
USA35C2010,USA35C,2010,140,CITY
USA35C2009,USA35C,2009,133,CITY
USA35C2008,USA35C,2008,114,CITY
USA35C2007,USA35C,2007,127,CITY
USA35C2006,USA35C,2006,121,CITY
USA168C2004,USA168C,2004,9,CITY
USA168C1987,USA168C,1987,40,CITY
USA168C1986,USA168C,1986,22,CITY
USA168C1985,USA168C,1985,17,CITY
USA168C1984,USA168C,1984,15,CITY
USA168C1983,USA168C,1983,42,CITY
USA168C1982,USA168C,1982,20,CITY
USA168C1981,USA168C,1981,18,CITY
USA168C2003,USA168C,2003,26,CITY
USA168C2002,USA168C,2002,36,CITY
USA168C2001,USA168C,2001,32,CITY
USA168C2000,USA168C,2000,12,CITY
USA168C1999,USA168C,1999,28,CITY
USA168C1998,USA168C,1998,20,CITY
USA168C1997,USA168C,1997,19,CITY
USA168C1996,USA168C,1996,12,CITY
USA168C1995,USA168C,1995,37,CITY
USA168C1994,USA168C,1994,15,CITY
USA168C1993,USA168C,1993,14,CITY
USA168C1992,USA168C,1992,7,CITY
USA168C1991,USA168C,1991,34,CITY
USA168C1990,USA168C,1990,17,CITY
USA168C1989,USA168C,1989,30,CITY
USA168C1988,USA168C,1988,51,CITY
USA168C2021,USA168C,2021,36,CITY
USA168C2020,USA168C,2020,35,CITY
USA168C2019,USA168C,2019,22,CITY
USA168C2018,USA168C,2018,39,CITY
USA168C2017,USA168C,2017,20,CITY
USA168C2016,USA168C,2016,31,CITY
USA168C2015,USA168C,2015,19,CITY
USA168C2014,USA168C,2014,10,CITY
USA168C2013,USA168C,2013,20,CITY
USA168C2012,USA168C,2012,48,CITY
USA168C2011,USA168C,2011,37,CITY
USA168C2010,USA168C,2010,33,CITY
USA168C2009,USA168C,2009,14,CITY
USA168C2008,USA168C,2008,16,CITY
USA168C2007,USA168C,2007,34,CITY
USA168C2006,USA168C,2006,33,CITY
FR074C2004,FR074C,2004,59,CITY
FR074C1987,FR074C,1987,69,CITY
FR074C1986,FR074C,1986,44,CITY
FR074C1985,FR074C,1985,38,CITY
FR074C1984,FR074C,1984,47,CITY
FR074C1983,FR074C,1983,62,CITY
FR074C1982,FR074C,1982,47,CITY
FR074C1981,FR074C,1981,68,CITY
FR074C2003,FR074C,2003,72,CITY
FR074C2002,FR074C,2002,57,CITY
FR074C2001,FR074C,2001,67,CITY
FR074C2000,FR074C,2000,26,CITY
FR074C1999,FR074C,1999,18,CITY
FR074C1998,FR074C,1998,58,CITY
FR074C1997,FR074C,1997,55,CITY
FR074C1996,FR074C,1996,56,CITY
FR074C1995,FR074C,1995,38,CITY
FR074C1994,FR074C,1994,55,CITY
FR074C1993,FR074C,1993,42,CITY
FR074C1992,FR074C,1992,49,CITY
FR074C1991,FR074C,1991,72,CITY
FR074C1990,FR074C,1990,39,CITY
FR074C1989,FR074C,1989,28,CITY
FR074C1988,FR074C,1988,62,CITY
FR074C2021,FR074C,2021,63,CITY
FR074C2020,FR074C,2020,50,CITY
FR074C2019,FR074C,2019,117,CITY
FR074C2018,FR074C,2018,68,CITY
FR074C2017,FR074C,2017,77,CITY
FR074C2016,FR074C,2016,62,CITY
FR074C2015,FR074C,2015,61,CITY
FR074C2014,FR074C,2014,80,CITY
FR074C2013,FR074C,2013,59,CITY
FR074C2012,FR074C,2012,47,CITY
FR074C2011,FR074C,2011,67,CITY
FR074C2010,FR074C,2010,65,CITY
FR074C2009,FR074C,2009,73,CITY
FR074C2008,FR074C,2008,34,CITY
FR074C2007,FR074C,2007,57,CITY
FR074C2006,FR074C,2006,52,CITY
DE086F2004,DE086F,2004,4,FUA
DE086F1987,DE086F,1987,5,FUA
DE086F1986,DE086F,1986,4,FUA
DE086F1985,DE086F,1985,0,FUA
DE086F1984,DE086F,1984,4,FUA
DE086F1983,DE086F,1983,9,FUA
DE086F1982,DE086F,1982,4,FUA
DE086F1981,DE086F,1981,4,FUA
DE086F2003,DE086F,2003,18,FUA
DE086F2002,DE086F,2002,5,FUA
DE086F2001,DE086F,2001,8,FUA
DE086F2000,DE086F,2000,2,FUA
DE086F1999,DE086F,1999,2,FUA
DE086F1998,DE086F,1998,7,FUA
DE086F1997,DE086F,1997,5,FUA
DE086F1996,DE086F,1996,1,FUA
DE086F1995,DE086F,1995,13,FUA
DE086F1994,DE086F,1994,15,FUA
DE086F1993,DE086F,1993,2,FUA
DE086F1992,DE086F,1992,6,FUA
DE086F1991,DE086F,1991,5,FUA
DE086F1990,DE086F,1990,9,FUA
DE086F1989,DE086F,1989,4,FUA
DE086F1988,DE086F,1988,1,FUA
DE086F2021,DE086F,2021,3,FUA
DE086F2020,DE086F,2020,17,FUA
DE086F2019,DE086F,2019,12,FUA
DE086F2018,DE086F,2018,15,FUA
DE086F2017,DE086F,2017,10,FUA
DE086F2016,DE086F,2016,12,FUA
DE086F2015,DE086F,2015,11,FUA
DE086F2014,DE086F,2014,6,FUA
DE086F2013,DE086F,2013,10,FUA
DE086F2012,DE086F,2012,6,FUA
DE086F2011,DE086F,2011,4,FUA
DE086F2010,DE086F,2010,9,FUA
DE086F2009,DE086F,2009,4,FUA
DE086F2008,DE086F,2008,3,FUA
DE086F2007,DE086F,2007,1,FUA
DE086F2006,DE086F,2006,13,FUA
IT061C1995,IT061C,1995,27,CITY
IT061C1994,IT061C,1994,51,CITY
IT061C1993,IT061C,1993,38,CITY
IT061C1992,IT061C,1992,26,CITY
IT061C1991,IT061C,1991,25,CITY
IT061C1990,IT061C,1990,26,CITY
IT061C1989,IT061C,1989,30,CITY
IT061C1988,IT061C,1988,45,CITY
IT061C1987,IT061C,1987,50,CITY
IT061C1986,IT061C,1986,33,CITY
IT061C1985,IT061C,1985,22,CITY
IT061C1984,IT061C,1984,13,CITY
IT061C1983,IT061C,1983,27,CITY
IT061C1982,IT061C,1982,49,CITY
IT061C1981,IT061C,1981,18,CITY
IT061C2021,IT061C,2021,66,CITY
IT061C2020,IT061C,2020,51,CITY
IT061C2019,IT061C,2019,64,CITY
IT061C2018,IT061C,2018,40,CITY
IT061C2017,IT061C,2017,38,CITY
IT061C2016,IT061C,2016,32,CITY
IT061C2015,IT061C,2015,57,CITY
IT061C2014,IT061C,2014,33,CITY
IT061C2013,IT061C,2013,31,CITY
IT061C2012,IT061C,2012,64,CITY
IT061C2011,IT061C,2011,33,CITY
IT061C2010,IT061C,2010,30,CITY
IT061C2009,IT061C,2009,46,CITY
IT061C2008,IT061C,2008,38,CITY
IT061C2007,IT061C,2007,34,CITY
IT061C2006,IT061C,2006,43,CITY
IT061C2005,IT061C,2005,28,CITY
IT061C2004,IT061C,2004,32,CITY
IT061C2003,IT061C,2003,63,CITY
IT061C2002,IT061C,2002,32,CITY
IT061C2001,IT061C,2001,28,CITY
IT061C2000,IT061C,2000,30,CITY
IT061C1999,IT061C,1999,34,CITY
IT061C1998,IT061C,1998,37,CITY
IT061C1997,IT061C,1997,25,CITY
DE063C2004,DE063C,2004,0,CITY
DE063C1987,DE063C,1987,1,CITY
DE063C1986,DE063C,1986,1,CITY
DE063C1985,DE063C,1985,2,CITY
DE063C1984,DE063C,1984,3,CITY
DE063C1983,DE063C,1983,7,CITY
DE063C1982,DE063C,1982,0,CITY
DE063C1981,DE063C,1981,2,CITY
DE063C2003,DE063C,2003,19,CITY
DE063C2002,DE063C,2002,3,CITY
DE063C2001,DE063C,2001,2,CITY
DE063C2000,DE063C,2000,1,CITY
DE063C1999,DE063C,1999,2,CITY
DE063C1998,DE063C,1998,6,CITY
DE063C1997,DE063C,1997,0,CITY
DE063C1996,DE063C,1996,0,CITY
DE063C1995,DE063C,1995,4,CITY
DE063C1994,DE063C,1994,7,CITY
DE063C1993,DE063C,1993,2,CITY
DE063C1992,DE063C,1992,8,CITY
DE063C1991,DE063C,1991,1,CITY
DE063C1990,DE063C,1990,0,CITY
DE063C1989,DE063C,1989,2,CITY
DE063C1988,DE063C,1988,1,CITY
DE063C2021,DE063C,2021,4,CITY
DE063C2020,DE063C,2020,5,CITY
DE063C2019,DE063C,2019,8,CITY
DE063C2018,DE063C,2018,10,CITY
DE063C2017,DE063C,2017,7,CITY
DE063C2016,DE063C,2016,7,CITY
DE063C2015,DE063C,2015,16,CITY
DE063C2014,DE063C,2014,4,CITY
DE063C2013,DE063C,2013,12,CITY
DE063C2012,DE063C,2012,8,CITY
DE063C2011,DE063C,2011,7,CITY
DE063C2010,DE063C,2010,6,CITY
DE063C2009,DE063C,2009,1,CITY
DE063C2008,DE063C,2008,1,CITY
DE063C2007,DE063C,2007,5,CITY
DE063C2006,DE063C,2006,9,CITY
MEX76C2005,MEX76C,2005,0,CITY
MEX76C1987,MEX76C,1987,0,CITY
MEX76C1986,MEX76C,1986,0,CITY
MEX76C1985,MEX76C,1985,0,CITY
MEX76C1984,MEX76C,1984,0,CITY
MEX76C1983,MEX76C,1983,1,CITY
MEX76C1982,MEX76C,1982,0,CITY
MEX76C1981,MEX76C,1981,0,CITY
MEX76C2004,MEX76C,2004,0,CITY
MEX76C2003,MEX76C,2003,0,CITY
MEX76C2002,MEX76C,2002,0,CITY
MEX76C2001,MEX76C,2001,0,CITY
MEX76C2000,MEX76C,2000,0,CITY
MEX76C1999,MEX76C,1999,0,CITY
MEX76C1998,MEX76C,1998,0,CITY
MEX76C1997,MEX76C,1997,0,CITY
MEX76C1996,MEX76C,1996,0,CITY
MEX76C1995,MEX76C,1995,0,CITY
MEX76C1994,MEX76C,1994,0,CITY
MEX76C1993,MEX76C,1993,0,CITY
MEX76C1992,MEX76C,1992,0,CITY
MEX76C1991,MEX76C,1991,0,CITY
MEX76C1990,MEX76C,1990,0,CITY
MEX76C1989,MEX76C,1989,0,CITY
MEX76C1988,MEX76C,1988,0,CITY
MEX76C2021,MEX76C,2021,0,CITY
MEX76C2020,MEX76C,2020,0,CITY
MEX76C2019,MEX76C,2019,0,CITY
MEX76C2018,MEX76C,2018,0,CITY
MEX76C2017,MEX76C,2017,0,CITY
MEX76C2016,MEX76C,2016,0,CITY
MEX76C2015,MEX76C,2015,0,CITY
MEX76C2014,MEX76C,2014,0,CITY
MEX76C2013,MEX76C,2013,0,CITY
MEX76C2012,MEX76C,2012,0,CITY
MEX76C2011,MEX76C,2011,0,CITY
MEX76C2010,MEX76C,2010,0,CITY
MEX76C2009,MEX76C,2009,0,CITY
MEX76C2008,MEX76C,2008,0,CITY
MEX76C2007,MEX76C,2007,0,CITY
USA04C2004,USA04C,2004,80,CITY
USA04C1987,USA04C,1987,89,CITY
USA04C1986,USA04C,1986,85,CITY
USA04C1985,USA04C,1985,76,CITY
USA04C1984,USA04C,1984,68,CITY
USA04C1983,USA04C,1983,85,CITY
USA04C1982,USA04C,1982,68,CITY
USA04C1981,USA04C,1981,68,CITY
USA04C2003,USA04C,2003,65,CITY
USA04C2002,USA04C,2002,91,CITY
USA04C2001,USA04C,2001,62,CITY
USA04C2000,USA04C,2000,61,CITY
USA04C1999,USA04C,1999,70,CITY
USA04C1998,USA04C,1998,87,CITY
USA04C1997,USA04C,1997,69,CITY
USA04C1996,USA04C,1996,66,CITY
USA04C1995,USA04C,1995,82,CITY
USA04C1994,USA04C,1994,80,CITY
USA04C1993,USA04C,1993,82,CITY
USA04C1992,USA04C,1992,58,CITY
USA04C1991,USA04C,1991,98,CITY
USA04C1990,USA04C,1990,75,CITY
USA04C1989,USA04C,1989,69,CITY
USA04C1988,USA04C,1988,75,CITY
USA04C2021,USA04C,2021,91,CITY
USA04C2020,USA04C,2020,80,CITY
USA04C2019,USA04C,2019,98,CITY
USA04C2018,USA04C,2018,93,CITY
USA04C2017,USA04C,2017,82,CITY
USA04C2016,USA04C,2016,93,CITY
USA04C2015,USA04C,2015,89,CITY
USA04C2014,USA04C,2014,76,CITY
USA04C2013,USA04C,2013,79,CITY
USA04C2012,USA04C,2012,91,CITY
USA04C2011,USA04C,2011,85,CITY
USA04C2010,USA04C,2010,97,CITY
USA04C2009,USA04C,2009,73,CITY
USA04C2008,USA04C,2008,80,CITY
USA04C2007,USA04C,2007,96,CITY
USA04C2006,USA04C,2006,77,CITY
IT074C1987,IT074C,1987,68,CITY
IT074C1986,IT074C,1986,63,CITY
IT074C1985,IT074C,1985,68,CITY
IT074C1984,IT074C,1984,35,CITY
IT074C1983,IT074C,1983,56,CITY
IT074C1982,IT074C,1982,63,CITY
IT074C1981,IT074C,1981,45,CITY
IT074C2002,IT074C,2002,55,CITY
IT074C2001,IT074C,2001,62,CITY
IT074C2000,IT074C,2000,64,CITY
IT074C1999,IT074C,1999,70,CITY
IT074C1998,IT074C,1998,78,CITY
IT074C1997,IT074C,1997,73,CITY
IT074C1996,IT074C,1996,42,CITY
IT074C1995,IT074C,1995,46,CITY
IT074C1994,IT074C,1994,77,CITY
IT074C1993,IT074C,1993,65,CITY
IT074C1992,IT074C,1992,66,CITY
IT074C1991,IT074C,1991,64,CITY
IT074C1990,IT074C,1990,56,CITY
IT074C1989,IT074C,1989,49,CITY
IT074C1988,IT074C,1988,58,CITY
IT074C2021,IT074C,2021,76,CITY
IT074C2020,IT074C,2020,76,CITY
IT074C2019,IT074C,2019,86,CITY
IT074C2018,IT074C,2018,90,CITY
IT074C2017,IT074C,2017,81,CITY
IT074C2016,IT074C,2016,62,CITY
IT074C2015,IT074C,2015,73,CITY
IT074C2014,IT074C,2014,48,CITY
IT074C2013,IT074C,2013,64,CITY
IT074C2012,IT074C,2012,79,CITY
IT074C2011,IT074C,2011,76,CITY
IT074C2010,IT074C,2010,55,CITY
IT074C2009,IT074C,2009,74,CITY
IT074C2008,IT074C,2008,78,CITY
IT074C2007,IT074C,2007,67,CITY
IT074C2006,IT074C,2006,63,CITY
IT074C2005,IT074C,2005,59,CITY
IT074C2004,IT074C,2004,61,CITY
COL02C2005,COL02C,2005,0,CITY
COL02C1987,COL02C,1987,2,CITY
COL02C1986,COL02C,1986,0,CITY
COL02C1985,COL02C,1985,0,CITY
COL02C1984,COL02C,1984,0,CITY
COL02C1983,COL02C,1983,2,CITY
COL02C1982,COL02C,1982,0,CITY
COL02C1981,COL02C,1981,0,CITY
COL02C2004,COL02C,2004,0,CITY
COL02C2003,COL02C,2003,0,CITY
COL02C2002,COL02C,2002,0,CITY
COL02C2001,COL02C,2001,0,CITY
COL02C2000,COL02C,2000,0,CITY
